id,run_id,timeStep,numberPedsInformed-PID10,numberPedsAll-PID10,percentageInformed-PID10,numberPedsInformed-PID20,numberPedsAll-PID20,percentageInformed-PID20
16,0,9.600000000000009,218,218,1.0,1309,1309,1.0
16,0,10.0,211,211,1.0,1309,1309,1.0
16,0,10.400000000000006,210,210,1.0,1309,1309,1.0
17,0,0.0,0,305,0.0,0,1297,0.0
17,0,0.4000000000000057,0,307,0.0,0,1305,0.0
17,0,0.8000000000000114,0,309,0.0,0,1309,0.0
17,0,1.2000000000000028,7,308,0.0227272727272727,233,1313,0.1774562071591774
17,0,1.6000000000000083,7,302,0.0231788079470198,233,1313,0.1774562071591774
17,0,2.0,7,296,0.0236486486486486,233,1313,0.1774562071591774
17,0,2.4000000000000057,7,293,0.0238907849829351,233,1312,0.1775914634146341
17,0,2.800000000000012,7,288,0.0243055555555555,233,1312,0.1775914634146341
17,0,3.200000000000003,7,279,0.025089605734767,233,1312,0.1775914634146341
17,0,3.6000000000000085,276,276,1.0,1047,1312,0.7980182926829268
17,0,4.0,274,274,1.0,1047,1312,0.7980182926829268
17,0,4.400000000000006,273,273,1.0,1047,1311,0.7986270022883295
17,0,4.800000000000011,269,269,1.0,1047,1310,0.7992366412213741
17,0,5.200000000000003,267,267,1.0,1047,1310,0.7992366412213741
17,0,5.6000000000000085,262,262,1.0,1047,1310,0.7992366412213741
17,0,6.0,258,258,1.0,1191,1310,0.9091603053435114
17,0,6.400000000000006,252,252,1.0,1310,1310,1.0
17,0,6.800000000000011,250,250,1.0,1309,1309,1.0
17,0,7.200000000000003,247,247,1.0,1309,1309,1.0
17,0,7.600000000000008,241,241,1.0,1309,1309,1.0
17,0,8.0,229,229,1.0,1309,1309,1.0
17,0,8.400000000000006,224,224,1.0,1309,1309,1.0
