#CELLSIZE=5.000000,DATACOL=-1,DATATYPE=pedestrianCount,IDXCOL=3,MAP_TYPE=ymfPlusDistStep,NODE_ID=18,SEP=;,SIM_BBOX=0;0;164.1;215.1,VERSION=0.4,XOFFSET=-692273.889474,XSIZE=164.100000,YOFFSET=-5337503.566101,YSIZE=215.100000
simtime;x;y;count;measured_t;received_t;source;selection;selectionRank;sourceHost;sourceEntry;hostEntry;rsd_id;own_cell
538;13;35;0;537.718439977949;537.930134;135919;ymfPlusDistStep;0.00347763;17.235;87.6446;82.8336;-1;0
538;14;12;0;535.181483946345;537.884134;148385;ymfPlusDistStep;0.00730514;12.5235;114.026;33.5198;-1;0
538;14;15;0;537.518439977949;537.930134;135919;ymfPlusDistStep;0.00434783;17.235;12.2783;19.5082;-1;0
538;14;16;1;537.518439977949;537.930134;135919;ymfPlusDistStep;0.00190268;17.235;8.51792;15.2611;-1;0
538;14;20;0;524.321483946345;537.884134;148385;ymfPlusDistStep;0.00666667;12.5235;18.0895;11.9259;-1;0
538;14;21;1;537.868439977949;537.930134;135919;ymfPlusDistStep;0.00285714;17.235;12.1227;15.6384;-1;0
538;14;22;0;535.248439977949;537.930134;135919;ymfPlusDistStep;0.00333333;17.235;5.02475;19.9221;-1;0
538;14;27;1;537.608439977949;537.930134;135919;ymfPlusDistStep;0.00263158;17.235;50.1195;43.6869;-1;0
538;14;28;1;537.408439977949;537.930134;135919;ymfPlusDistStep;0.0025641;17.235;14.5113;48.5889;-1;0
538;14;29;0;536.058439977949;537.930134;135919;ymfPlusDistStep;0.00416667;17.235;53.2529;53.509;-1;0
538;14;30;0;533.568439977949;537.930134;135919;ymfPlusDistStep;0.00374915;17.235;89.1927;58.4426;-1;0
538;14;31;0;526.898439977949;537.930134;135919;ymfPlusDistStep;0.00332707;17.235;51.4259;63.3867;-1;0
538;14;33;1;537.838439977949;537.930134;135919;ymfPlusDistStep;0.00514218;17.235;77.0607;73.2976;-1;0
538;15;16;0;536.908439977949;537.930134;135919;ymfPlusDistStep;0.00276584;17.235;84.1434;18.6733;-1;0
538;15;17;1;537.941;537.962134;18;ymfPlusDistStep;0.0028674;0;15.8437;15.8437;1;0
538;15;19;0;535.578439977949;537.930134;135919;ymfPlusDistStep;0.00303835;17.235;79.3703;14.3417;-1;0
538;15;20;2;537.708439977949;537.930134;135919;ymfPlusDistStep;0.00285714;17.235;15.1345;16.0629;-1;0
538;15;21;0;535.371483946345;537.884134;148385;ymfPlusDistStep;0.00526316;12.5235;13.8078;18.9828;-1;0
538;16;16;0;528.908439977949;537.930134;135919;ymfPlusDistStep;0.0018399;17.235;88.8449;22.6821;-1;0
538;16;17;2;537.935;537.956134;18;ymfPlusDistStep;0.00248903;0;20.4159;20.4159;1;0
538;16;19;2;537.728439977949;537.930134;135919;ymfPlusDistStep;0.00277629;17.235;8.15024;19.2736;-1;0
538;17;17;0;535.338439977949;537.930134;135919;ymfPlusDistStep;0.00212766;17.235;31.3357;25.1515;-1;0
538;17;18;2;537.858439977949;537.930134;135919;ymfPlusDistStep;0.00253247;17.235;1.64582;24.1853;-1;0
538;17;19;1;537.868439977949;537.930134;135919;ymfPlusDistStep;0.00264262;17.235;7.44456;24.2335;-1;0
538;18;18;0;534.731483946345;537.884134;148385;ymfPlusDistStep;0.00456958;12.5235;75.2036;29.1671;-1;0
538;18;19;0;537.348439977949;537.930134;135919;ymfPlusDistStep;0.00266089;17.235;52.2457;29.207;-1;0
539;11;19;0;526.74041737707;538.982134;145807;ymfPlusDistStep;0.0027027;3.7669;58.8514;6.52149;-1;0
539;11;20;0;531.84041737707;538.982134;145807;ymfPlusDistStep;0.00263158;3.7669;23.0266;9.73966;-1;0
539;11;21;0;535.71041737707;538.982134;145807;ymfPlusDistStep;0.00247406;3.7669;12.322;14.0425;-1;0
539;11;22;1;538.44041737707;538.982134;145807;ymfPlusDistStep;0.00269622;3.7669;19.7131;18.6955;-1;0
539;11;23;0;537.45041737707;538.982134;145807;ymfPlusDistStep;0.00263158;3.7669;59.3916;23.4916;-1;0
539;11;24;3;538.87041737707;538.982134;145807;ymfPlusDistStep;0.00243902;3.7669;51.7651;28.3582;-1;0
539;11;25;1;538.82041737707;538.982134;145807;ymfPlusDistStep;0.0027027;3.7669;38.9201;33.2644;-1;0
539;11;26;1;538.53041737707;538.982134;145807;ymfPlusDistStep;0.00245817;3.7669;13.3087;38.1949;-1;0
539;11;27;1;538.54041737707;538.982134;145807;ymfPlusDistStep;0.00254885;3.7669;39.2582;43.1414;-1;0
539;11;28;0;531.62041737707;538.982134;145807;ymfPlusDistStep;0.0024759;3.7669;67.0383;48.099;-1;0
539;11;29;0;536.61041737707;538.982134;145807;ymfPlusDistStep;0.00279453;3.7669;69.645;53.0645;-1;0
539;11;30;1;538.958;538.979134;18;ymfPlusDistStep;0.00236641;0;58.036;58.036;1;0
539;11;31;1;538.958;538.979134;18;ymfPlusDistStep;0.00186458;0;63.0119;63.0119;1;0
539;11;32;0;535.17041737707;538.982134;145807;ymfPlusDistStep;0.00262612;3.7669;98.8823;67.9914;-1;0
539;11;33;0;537.89041737707;538.982134;145807;ymfPlusDistStep;0.00237697;3.7669;12.5875;72.9737;-1;0
539;11;34;3;538.64041737707;538.982134;145807;ymfPlusDistStep;0.00220992;3.7669;32.9743;77.9583;-1;0
539;11;35;0;538.20041737707;538.982134;145807;ymfPlusDistStep;0.00272413;3.7669;82.9447;82.9447;-1;0
539;12;16;0;535.73041737707;538.982134;145807;ymfPlusDistStep;0.00321772;3.7669;81.0672;12.3014;-1;0
539;12;17;1;538.62041737707;538.982134;145807;ymfPlusDistStep;0.00269516;3.7669;55.1256;7.32503;-1;0
539;12;18;2;538.93041737707;538.982134;145807;ymfPlusDistStep;0.0026535;3.7669;2.26893;2.44688;-1;0
539;12;19;1;538.71041737707;538.982134;145807;ymfPlusDistStep;0.00233054;3.7669;19.8708;2.88417;-1;0
539;12;20;0;537.04041737707;538.982134;145807;ymfPlusDistStep;0.00262902;3.7669;26.2672;7.78779;-1;0
539;12;21;0;531.72041737707;538.982134;145807;ymfPlusDistStep;0.00263158;3.7669;16.9975;12.7664;-1;0
539;12;22;1;538.73041737707;538.982134;145807;ymfPlusDistStep;0.00263158;3.7669;33.3774;17.757;-1;0
539;12;35;1;538.60041737707;538.982134;145807;ymfPlusDistStep;0.00220979;3.7669;36.2199;82.7382;-1;0
539;13;9;0;524.60041737707;538.982134;145807;ymfPlusDistStep;0.00434783;3.7669;103.911;47.4425;-1;0
539;13;10;0;530.26041737707;538.982134;145807;ymfPlusDistStep;0.00264941;3.7669;116.94;42.4632;-1;0
539;13;11;0;532.06041737707;538.982134;145807;ymfPlusDistStep;0.00666667;3.7669;29.0708;37.4894;-1;0
539;13;12;1;538.01041737707;538.982134;145807;ymfPlusDistStep;0.0100982;3.7669;108.146;32.5237;-1;0
539;13;14;1;538.67041737707;538.982134;145807;ymfPlusDistStep;0.00586343;3.7669;10.539;22.6374;-1;0
539;13;15;0;538.30041737707;538.982134;145807;ymfPlusDistStep;0.00241907;3.7669;56.6378;17.7421;-1;0
539;13;16;3;538.942;538.963134;18;ymfPlusDistStep;0.00272935;0;12.9272;12.9272;1;0
539;13;17;0;535.59041737707;538.982134;145807;ymfPlusDistStep;0.00833333;3.7669;12.5662;8.33335;-1;0
539;13;22;3;538.972;538.994134;18;ymfPlusDistStep;0.00302391;0;18.1962;18.1962;1;0
539;13;23;2;538.85041737707;538.982134;145807;ymfPlusDistStep;0.0027027;3.7669;45.6179;23.0961;-1;0
539;13;24;1;538.87041737707;538.982134;145807;ymfPlusDistStep;0.0025641;3.7669;50.6342;28.0315;-1;0
539;13;25;1;538.51041737707;538.982134;145807;ymfPlusDistStep;0.0027027;3.7669;36.727;32.9863;-1;0
539;13;26;2;538.974;538.995134;18;ymfPlusDistStep;0.00666667;0;37.9529;37.9529;1;0
539;13;27;0;538.974;538.995134;18;ymfPlusDistStep;0.00555556;0;42.9273;42.9273;1;0
539;13;28;1;538.71041737707;538.982134;145807;ymfPlusDistStep;0.00270256;3.7669;32.5786;47.9071;-1;0
539;13;29;0;537.93041737707;538.982134;145807;ymfPlusDistStep;0.00256075;3.7669;59.0404;52.8906;-1;0
539;13;30;0;533.45041737707;538.982134;145807;ymfPlusDistStep;0.00252432;3.7669;25.8082;57.877;-1;0
539;13;31;1;538.53041737707;538.982134;145807;ymfPlusDistStep;0.00233944;3.7669;22.6102;62.8656;-1;0
539;13;32;1;538.60041737707;538.982134;145807;ymfPlusDistStep;0.00245421;3.7669;20.6068;67.8558;-1;0
539;13;33;2;538.83041737707;538.982134;145807;ymfPlusDistStep;0.00245274;3.7669;4.74736;72.8474;-1;0
539;13;34;1;538.63041737707;538.982134;145807;ymfPlusDistStep;0.00227645;3.7669;30.5881;77.8401;-1;0
539;13;35;1;538.88041737707;538.982134;145807;ymfPlusDistStep;0.00238072;3.7669;42.696;82.8336;-1;0
539;14;12;0;535.22041737707;538.982134;145807;ymfPlusDistStep;0.00715919;3.7669;114.026;33.5198;-1;0
539;14;15;0;538.45041737707;538.982134;145807;ymfPlusDistStep;0.00434783;3.7669;56.2064;19.5082;-1;0
539;14;16;1;538.76041737707;538.982134;145807;ymfPlusDistStep;0.00212873;3.7669;2.33268;15.2611;-1;0
539;14;20;0;524.36041737707;538.982134;145807;ymfPlusDistStep;0.00769231;3.7669;18.0895;11.9259;-1;0
539;14;21;1;538.952;538.973134;18;ymfPlusDistStep;0.00285714;0;15.6384;15.6384;1;0
539;14;22;0;535.31041737707;538.982134;145807;ymfPlusDistStep;0.00333333;3.7669;5.02475;19.9221;-1;0
539;14;27;0;538.48041737707;538.982134;145807;ymfPlusDistStep;0.00263158;3.7669;43.6869;43.6869;-1;0
539;14;28;1;538.46041737707;538.982134;145807;ymfPlusDistStep;0.0025641;3.7669;38.3614;48.5889;-1;0
539;14;29;0;536.12041737707;538.982134;145807;ymfPlusDistStep;0.00416667;3.7669;53.2529;53.509;-1;0
539;14;30;0;533.63041737707;538.982134;145807;ymfPlusDistStep;0.00374915;3.7669;89.1927;58.4426;-1;0
539;14;31;0;526.96041737707;538.982134;145807;ymfPlusDistStep;0.00332707;3.7669;51.4259;63.3867;-1;0
539;14;32;1;538.48041737707;538.982134;145807;ymfPlusDistStep;0.00897748;3.7669;58.315;68.3389;-1;0
539;14;33;0;538.46041737707;538.982134;145807;ymfPlusDistStep;0.00248554;3.7669;8.11021;73.2976;-1;0
539;15;16;0;537.46041737707;538.982134;145807;ymfPlusDistStep;0.00294184;3.7669;91.9904;18.6733;-1;0
539;15;17;0;538.91041737707;538.982134;145807;ymfPlusDistStep;0.0028674;3.7669;14.4072;15.8437;-1;0
539;15;19;1;538.968;538.989134;18;ymfPlusDistStep;0.00244168;0;14.3417;14.3417;1;0
539;15;20;2;538.72041737707;538.982134;145807;ymfPlusDistStep;0.00285714;3.7669;21.8925;16.0629;-1;0
539;15;21;0;535.42041737707;538.982134;145807;ymfPlusDistStep;0.00526316;3.7669;13.8078;18.9828;-1;0
539;16;16;0;529.00041737707;538.982134;145807;ymfPlusDistStep;0.0018399;3.7669;88.8449;22.6821;-1;0
539;16;17;3;538.956;538.978134;18;ymfPlusDistStep;0.00248903;0;20.4159;20.4159;1;0
539;16;19;1;538.91041737707;538.982134;145807;ymfPlusDistStep;0.00277629;3.7669;19.8797;19.2736;-1;0
539;17;17;0;535.43041737707;538.982134;145807;ymfPlusDistStep;0.00208333;3.7669;31.3357;25.1515;-1;0
539;17;18;2;538.93041737707;538.982134;145807;ymfPlusDistStep;0.00255588;3.7669;23.9094;24.1853;-1;0
539;17;19;1;538.80041737707;538.982134;145807;ymfPlusDistStep;0.00264262;3.7669;32.0518;24.2335;-1;0
539;18;18;0;534.78041737707;538.982134;145807;ymfPlusDistStep;0.00456958;3.7669;75.2036;29.1671;-1;0
539;18;19;0;537.41041737707;538.982134;145807;ymfPlusDistStep;0.0023906;3.7669;52.2457;29.207;-1;0
540;11;19;1;539.600111076997;539.992134;146603;ymfPlusDistStep;0.00277778;5.04194;18.8611;6.52149;-1;0
540;11;20;0;531.930111076997;539.992134;146603;ymfPlusDistStep;0.00263158;5.04194;23.0266;9.73966;-1;0
540;11;21;0;535.800111076997;539.992134;146603;ymfPlusDistStep;0.00247406;5.04194;12.322;14.0425;-1;0
540;11;22;1;539.830111076997;539.992134;146603;ymfPlusDistStep;0.00269622;5.04194;9.19038;18.6955;-1;0
540;11;23;0;537.540111076997;539.992134;146603;ymfPlusDistStep;0.00263158;5.04194;59.3916;23.4916;-1;0
540;11;24;2;539.972;539.994134;18;ymfPlusDistStep;0.00243902;0;28.3582;28.3582;1;0
540;11;25;1;539.690111076997;539.992134;146603;ymfPlusDistStep;0.0027027;5.04194;42.1765;33.2644;-1;0
540;11;26;2;539.730111076997;539.992134;146603;ymfPlusDistStep;0.00284487;5.04194;23.786;38.1949;-1;0
540;11;27;1;539.760111076997;539.992134;146603;ymfPlusDistStep;0.00254885;5.04194;20.8975;43.1414;-1;0
540;11;28;0;531.710111076997;539.992134;146603;ymfPlusDistStep;0.0024759;5.04194;67.0383;48.099;-1;0
540;11;29;0;536.700111076997;539.992134;146603;ymfPlusDistStep;0.00271061;5.04194;69.645;53.0645;-1;0
540;11;30;1;539.946;539.967134;18;ymfPlusDistStep;0.00245752;0;58.036;58.036;1;0
540;11;31;1;539.550111076997;539.992134;146603;ymfPlusDistStep;0.00205115;5.04194;34.5308;63.0119;-1;0
540;11;32;0;535.260111076997;539.992134;146603;ymfPlusDistStep;0.00266865;5.04194;98.8823;67.9914;-1;0
540;11;33;0;539.050111076997;539.992134;146603;ymfPlusDistStep;0.00273874;5.04194;80.4597;72.9737;-1;0
540;11;34;3;539.830111076997;539.992134;146603;ymfPlusDistStep;0.00213543;5.04194;32.1386;77.9583;-1;0
540;11;35;0;538.290111076997;539.992134;146603;ymfPlusDistStep;0.00248201;5.04194;82.9447;82.9447;-1;0
540;12;16;1;539.830111076997;539.992134;146603;ymfPlusDistStep;0.00257533;5.04194;7.44924;12.3014;-1;0
540;12;17;1;539.760111076997;539.992134;146603;ymfPlusDistStep;0.0027027;5.04194;26.5238;7.32503;-1;0
540;12;18;2;539.770111076997;539.992134;146603;ymfPlusDistStep;0.00281279;5.04194;31.5484;2.44688;-1;0
540;12;19;0;539.580111076997;539.992134;146603;ymfPlusDistStep;0.00286758;5.04194;16.8731;2.88417;-1;0
540;12;20;0;537.130111076997;539.992134;146603;ymfPlusDistStep;0.0027;5.04194;26.2672;7.78779;-1;0
540;12;21;0;531.810111076997;539.992134;146603;ymfPlusDistStep;0.00263158;5.04194;16.9975;12.7664;-1;0
540;12;22;2;539.830111076997;539.992134;146603;ymfPlusDistStep;0.00263158;5.04194;31.3212;17.757;-1;0
540;12;35;1;539.640111076997;539.992134;146603;ymfPlusDistStep;0.0023891;5.04194;11.9808;82.7382;-1;0
540;13;10;0;530.350111076997;539.992134;146603;ymfPlusDistStep;0.00272345;5.04194;116.94;42.4632;-1;0
540;13;11;0;532.130111076997;539.992134;146603;ymfPlusDistStep;0.00666667;5.04194;29.0708;37.4894;-1;0
540;13;12;1;539.920111076997;539.992134;146603;ymfPlusDistStep;0.00458271;5.04194;57.9666;32.5237;-1;0
540;13;14;1;539.650111076997;539.992134;146603;ymfPlusDistStep;0.00588235;5.04194;53.9626;22.6374;-1;0
540;13;15;0;539.350111076997;539.992134;146603;ymfPlusDistStep;0.00250757;5.04194;62.5372;17.7421;-1;0
540;13;16;3;539.730111076997;539.992134;146603;ymfPlusDistStep;0.00274971;5.04194;42.1655;12.9272;-1;0
540;13;17;0;537.500111076997;539.992134;146603;ymfPlusDistStep;0.0112409;5.04194;87.0058;8.33335;-1;0
540;13;22;2;539.940111076997;539.992134;146603;ymfPlusDistStep;0.00302073;5.04194;23.0506;18.1962;-1;0
540;13;23;2;539.900111076997;539.992134;146603;ymfPlusDistStep;0.0027027;5.04194;25.5525;23.0961;-1;0
540;13;24;2;539.760111076997;539.992134;146603;ymfPlusDistStep;0.0025641;5.04194;8.94435;28.0315;-1;0
540;13;25;0;539.630111076997;539.992134;146603;ymfPlusDistStep;0.0027027;5.04194;40.4799;32.9863;-1;0
540;13;26;2;539.920111076997;539.992134;146603;ymfPlusDistStep;0.00666667;5.04194;42.8391;37.9529;-1;0
540;13;27;0;539.040111076997;539.992134;146603;ymfPlusDistStep;0.00555556;5.04194;48.6598;42.9273;-1;0
540;13;28;1;539.840111076997;539.992134;146603;ymfPlusDistStep;0.00270256;5.04194;24.0792;47.9071;-1;0
540;13;29;0;538.020111076997;539.992134;146603;ymfPlusDistStep;0.00256242;5.04194;59.0404;52.8906;-1;0
540;13;30;1;539.690111076997;539.992134;146603;ymfPlusDistStep;0.00263158;5.04194;15.6051;57.877;-1;0
540;13;31;1;539.810111076997;539.992134;146603;ymfPlusDistStep;0.00238375;5.04194;32.9657;62.8656;-1;0
540;13;32;0;539.250111076997;539.992134;146603;ymfPlusDistStep;0.00257115;5.04194;13.8947;67.8558;-1;0
540;13;33;2;539.850111076997;539.992134;146603;ymfPlusDistStep;0.00237361;5.04194;24.7697;72.8474;-1;0
540;13;34;2;539.908;539.930134;18;ymfPlusDistStep;0.00305797;0;77.8401;77.8401;1;0
540;13;35;0;539.908;539.930134;18;ymfPlusDistStep;0.00344429;0;82.8336;82.8336;1;0
540;14;12;0;535.290111076997;539.992134;146603;ymfPlusDistStep;0.00695088;5.04194;114.026;33.5198;-1;0
540;14;15;0;538.790111076997;539.992134;146603;ymfPlusDistStep;0.00670569;5.04194;95.696;19.5082;-1;0
540;14;16;1;539.620111076997;539.992134;146603;ymfPlusDistStep;0.00241573;5.04194;21.9524;15.2611;-1;0
540;14;21;2;539.730111076997;539.992134;146603;ymfPlusDistStep;0.00285714;5.04194;50.6203;15.6384;-1;0
540;14;22;0;535.390111076997;539.992134;146603;ymfPlusDistStep;0.00333333;5.04194;5.02475;19.9221;-1;0
540;14;27;0;538.570111076997;539.992134;146603;ymfPlusDistStep;0.00263158;5.04194;43.6869;43.6869;-1;0
540;14;28;1;539.950111076997;539.992134;146603;ymfPlusDistStep;0.00293829;5.04194;53.4184;48.5889;-1;0
540;14;29;0;536.200111076997;539.992134;146603;ymfPlusDistStep;0.00416667;5.04194;53.2529;53.509;-1;0
540;14;30;0;533.720111076997;539.992134;146603;ymfPlusDistStep;0.00374915;5.04194;89.1927;58.4426;-1;0
540;14;31;0;527.050111076997;539.992134;146603;ymfPlusDistStep;0.00332707;5.04194;51.4259;63.3867;-1;0
540;14;32;1;539.540111076997;539.992134;146603;ymfPlusDistStep;0.00286964;5.04194;64.0605;68.3389;-1;0
540;14;33;0;539.500111076997;539.992134;146603;ymfPlusDistStep;0.00243756;5.04194;76.5384;73.2976;-1;0
540;15;16;0;537.550111076997;539.992134;146603;ymfPlusDistStep;0.00275617;5.04194;91.9904;18.6733;-1;0
540;15;17;0;539.580111076997;539.992134;146603;ymfPlusDistStep;0.00309303;5.04194;55.9376;15.8437;-1;0
540;15;19;1;539.610111076997;539.992134;146603;ymfPlusDistStep;0.0027691;5.04194;6.99949;14.3417;-1;0
540;15;20;1;539.810111076997;539.992134;146603;ymfPlusDistStep;0.00285714;5.04194;41.1274;16.0629;-1;0
540;15;21;0;535.490111076997;539.992134;146603;ymfPlusDistStep;0.00526316;5.04194;13.8078;18.9828;-1;0
540;16;16;0;529.110111076997;539.992134;146603;ymfPlusDistStep;0.0018399;5.04194;88.8449;22.6821;-1;0
540;16;17;3;539.860111076997;539.992134;146603;ymfPlusDistStep;0.0025641;5.04194;29.0367;20.4159;-1;0
540;16;19;1;539.810111076997;539.992134;146603;ymfPlusDistStep;0.00277397;5.04194;21.3941;19.2736;-1;0
540;17;17;0;535.540111076997;539.992134;146603;ymfPlusDistStep;0.00208333;5.04194;31.3357;25.1515;-1;0
540;17;18;2;539.700111076997;539.992134;146603;ymfPlusDistStep;0.0025641;5.04194;42.4122;24.1853;-1;0
540;17;19;1;539.800111076997;539.992134;146603;ymfPlusDistStep;0.00264262;5.04194;40.2847;24.2335;-1;0
540;18;18;0;534.850111076997;539.992134;146603;ymfPlusDistStep;0.00456958;5.04194;75.2036;29.1671;-1;0
540;18;19;0;537.500111076997;539.992134;146603;ymfPlusDistStep;0.00258334;5.04194;52.2457;29.207;-1;0
541;11;19;1;540.654876761403;540.997134;145734;ymfPlusDistStep;0.00285714;2.85262;27.4692;6.52149;-1;0
541;11;20;0;532.014876761403;540.997134;145734;ymfPlusDistStep;0.00263158;2.85262;23.0266;9.73966;-1;0
541;11;21;0;535.884876761403;540.997134;145734;ymfPlusDistStep;0.00247406;2.85262;12.322;14.0425;-1;0
541;11;22;0;540.394876761403;540.997134;145734;ymfPlusDistStep;0.00277093;2.85262;3.21637;18.6955;-1;0
541;11;23;1;540.934876761403;540.997134;145734;ymfPlusDistStep;0.0027027;2.85262;24.6933;23.4916;-1;0
541;11;24;2;540.957;540.979134;18;ymfPlusDistStep;0.0025;0;28.3582;28.3582;1;0
541;11;25;1;540.764876761403;540.997134;145734;ymfPlusDistStep;0.0027027;2.85262;28.2638;33.2644;-1;0
541;11;26;2;540.794876761403;540.997134;145734;ymfPlusDistStep;0.00284487;2.85262;42.1642;38.1949;-1;0
541;11;27;0;540.794876761403;540.997134;145734;ymfPlusDistStep;0.00292112;2.85262;37.1631;43.1414;-1;0
541;11;28;1;540.794876761403;540.997134;145734;ymfPlusDistStep;0.00232807;2.85262;32.17;48.099;-1;0
541;11;29;0;536.784876761403;540.997134;145734;ymfPlusDistStep;0.00270047;2.85262;69.645;53.0645;-1;0
541;11;30;0;540.544876761403;540.997134;145734;ymfPlusDistStep;0.00285337;2.85262;41.2147;58.036;-1;0
541;11;31;2;540.914876761403;540.997134;145734;ymfPlusDistStep;0.00220861;2.85262;29.0926;63.0119;-1;0
541;11;32;0;535.334876761403;540.997134;145734;ymfPlusDistStep;0.00266865;2.85262;98.8823;67.9914;-1;0
541;11;33;0;539.134876761403;540.997134;145734;ymfPlusDistStep;0.00267668;2.85262;80.4597;72.9737;-1;0
541;11;34;2;540.774876761403;540.997134;145734;ymfPlusDistStep;0.00220274;2.85262;16.8609;77.9583;-1;0
541;11;35;1;540.724876761403;540.997134;145734;ymfPlusDistStep;0.00201408;2.85262;21.843;82.9447;-1;0
541;12;16;0;540.674876761403;540.997134;145734;ymfPlusDistStep;0.00288435;2.85262;28.569;12.3014;-1;0
541;12;17;1;540.684876761403;540.997134;145734;ymfPlusDistStep;0.0027027;2.85262;26.1516;7.32503;-1;0
541;12;18;3;540.844876761403;540.997134;145734;ymfPlusDistStep;0.00281279;2.85262;19.6334;2.44688;-1;0
541;12;19;0;540.194876761403;540.997134;145734;ymfPlusDistStep;0.00382534;2.85262;78.0599;2.88417;-1;0
541;12;20;0;537.214876761403;540.997134;145734;ymfPlusDistStep;0.0027;2.85262;26.2672;7.78779;-1;0
541;12;21;0;531.884876761403;540.997134;145734;ymfPlusDistStep;0.00263158;2.85262;16.9975;12.7664;-1;0
541;12;22;3;540.864876761403;540.997134;145734;ymfPlusDistStep;0.0027027;2.85262;20.2088;17.757;-1;0
541;12;35;1;540.804876761403;540.997134;145734;ymfPlusDistStep;0.00237545;2.85262;46.3173;82.7382;-1;0
541;13;10;0;530.424876761403;540.997134;145734;ymfPlusDistStep;0.00272345;2.85262;116.94;42.4632;-1;0
541;13;11;0;532.184876761403;540.997134;145734;ymfPlusDistStep;0.00666667;2.85262;29.0708;37.4894;-1;0
541;13;12;1;540.754876761403;540.997134;145734;ymfPlusDistStep;0.00537488;2.85262;38.1962;32.5237;-1;0
541;13;14;1;540.654876761403;540.997134;145734;ymfPlusDistStep;0.00588235;2.85262;23.8881;22.6374;-1;0
541;13;15;0;540.294876761403;540.997134;145734;ymfPlusDistStep;0.00279073;2.85262;78.5975;17.7421;-1;0
541;13;16;2;540.784876761403;540.997134;145734;ymfPlusDistStep;0.00274971;2.85262;29.3498;12.9272;-1;0
541;13;17;0;537.554876761403;540.997134;145734;ymfPlusDistStep;0.00986421;2.85262;87.0058;8.33335;-1;0
541;13;22;1;540.864876761403;540.997134;145734;ymfPlusDistStep;0.00302391;2.85262;16.6306;18.1962;-1;0
541;13;23;3;540.954876761403;540.997134;145734;ymfPlusDistStep;0.0027027;2.85262;25.0648;23.0961;-1;0
541;13;24;1;540.714876761403;540.997134;145734;ymfPlusDistStep;0.0025641;2.85262;34.5497;28.0315;-1;0
541;13;25;0;539.704876761403;540.997134;145734;ymfPlusDistStep;0.0027027;2.85262;40.4799;32.9863;-1;0
541;13;26;2;540.794876761403;540.997134;145734;ymfPlusDistStep;0.00666667;2.85262;34.4966;37.9529;-1;0
541;13;27;0;539.094876761403;540.997134;145734;ymfPlusDistStep;0.00555556;2.85262;48.6598;42.9273;-1;0
541;13;28;0;540.834876761403;540.997134;145734;ymfPlusDistStep;0.00270256;2.85262;14.205;47.9071;-1;0
541;13;29;0;538.094876761403;540.997134;145734;ymfPlusDistStep;0.00262981;2.85262;59.0404;52.8906;-1;0
541;13;30;1;540.614876761403;540.997134;145734;ymfPlusDistStep;0.00263158;2.85262;10.0321;57.877;-1;0
541;13;31;1;540.784876761403;540.997134;145734;ymfPlusDistStep;0.0024017;2.85262;19.3731;62.8656;-1;0
541;13;32;0;539.324876761403;540.997134;145734;ymfPlusDistStep;0.00257115;2.85262;13.8947;67.8558;-1;0
541;13;33;2;540.724876761403;540.997134;145734;ymfPlusDistStep;0.00238957;2.85262;15.1369;72.8474;-1;0
541;13;34;2;540.834876761403;540.997134;145734;ymfPlusDistStep;0.00239251;2.85262;60.7772;77.8401;-1;0
541;13;35;0;540.834876761403;540.997134;145734;ymfPlusDistStep;0.00296707;2.85262;78.4367;82.8336;-1;0
541;14;12;0;535.344876761403;540.997134;145734;ymfPlusDistStep;0.00695088;2.85262;114.026;33.5198;-1;0
541;14;15;0;538.854876761403;540.997134;145734;ymfPlusDistStep;0.00558758;2.85262;95.696;19.5082;-1;0
541;14;16;0;540.934876761403;540.997134;145734;ymfPlusDistStep;0.00247554;2.85262;15.3591;15.2611;-1;0
541;14;21;1;540.864876761403;540.997134;145734;ymfPlusDistStep;0.00292941;2.85262;9.64501;15.6384;-1;0
541;14;22;1;540.564876761403;540.997134;145734;ymfPlusDistStep;0.00333333;2.85262;27.21;19.9221;-1;0
541;14;27;0;538.644876761403;540.997134;145734;ymfPlusDistStep;0.00263158;2.85262;43.6869;43.6869;-1;0
541;14;28;1;540.894876761403;540.997134;145734;ymfPlusDistStep;0.00293829;2.85262;43.0127;48.5889;-1;0
541;14;29;0;536.264876761403;540.997134;145734;ymfPlusDistStep;0.00416667;2.85262;53.2529;53.509;-1;0
541;14;30;0;533.784876761403;540.997134;145734;ymfPlusDistStep;0.00374915;2.85262;89.1927;58.4426;-1;0
541;14;31;0;527.114876761403;540.997134;145734;ymfPlusDistStep;0.00332707;2.85262;51.4259;63.3867;-1;0
541;14;32;1;540.734876761403;540.997134;145734;ymfPlusDistStep;0.0023186;2.85262;15.9727;68.3389;-1;0
541;14;33;0;539.584876761403;540.997134;145734;ymfPlusDistStep;0.00228907;2.85262;76.5384;73.2976;-1;0
541;15;16;1;540.934876761403;540.997134;145734;ymfPlusDistStep;0.00182656;2.85262;19.2392;18.6733;-1;0
541;15;17;0;539.644876761403;540.997134;145734;ymfPlusDistStep;0.00295615;2.85262;55.9376;15.8437;-1;0
541;15;19;2;540.764876761403;540.997134;145734;ymfPlusDistStep;0.00293265;2.85262;61.3776;14.3417;-1;0
541;15;20;1;540.834876761403;540.997134;145734;ymfPlusDistStep;0.0030303;2.85262;14.822;16.0629;-1;0
