#CELLSIZE=5.000000,DATACOL=-1,DATATYPE=pedestrianCount,IDXCOL=3,MAP_TYPE=global,NODE_ID=-1,SEP=;,SIM_BBOX=0;0;164.1;215.1,VERSION=0.4,XOFFSET=-692273.889474,XSIZE=164.100000,YOFFSET=-5337503.566101,YSIZE=215.100000
simtime;x;y;count;measured_t;received_t;source;selection;selectionRank;own_cell;node_id
515;17;18;3;515;515;-1;local;0;0;132124, 132197, 134386
515;17;19;1;515;515;-1;local;0;0;130291
515;18;19;2;515;515;-1;local;0;0;131645, 131688
516;11;19;2;516;516;-1;local;0;0;134749, 134822
516;11;20;3;516;516;-1;local;0;0;133127, 134053, 134343
516;11;21;2;516;516;-1;local;0;0;133054, 134010
516;11;22;2;516;516;-1;local;0;0;130364, 131254
516;11;23;1;516;516;-1;local;0;0;129457
516;11;24;1;516;516;-1;local;0;0;128525
516;11;25;2;516;516;-1;local;0;0;126328, 126371
516;11;26;4;516;516;-1;local;0;0;123785, 124085, 124158, 125068
516;11;27;4;516;516;-1;local;0;0;122934, 122977, 123434, 123477
516;11;28;1;516;516;-1;local;0;0;120975
516;11;29;4;516;516;-1;local;0;0;118840, 119706, 120647, 120690
516;11;30;3;516;516;-1;local;0;0;118020, 118401, 118767
516;11;31;3;516;516;-1;local;0;0;115707, 116401, 118063
516;11;32;3;516;516;-1;local;0;0;113971, 116016, 116059
516;11;33;1;516;516;-1;local;0;0;114044
516;11;34;2;516;516;-1;local;0;0;111487, 112318
516;11;35;3;516;516;-1;local;0;0;109076, 110702, 111123
516;12;17;2;516;516;-1;local;0;0;139743, 140121
516;12;18;2;516;516;-1;local;0;0;18, 137896
516;12;20;1;516;516;-1;local;0;0;85884
516;12;21;4;516;516;-1;local;0;0;86311, 86701, 118444, 119779
516;12;22;1;516;516;-1;local;0;0;87603
516;12;35;4;516;516;-1;local;0;0;108360, 108624, 109003, 109925
516;13;9;2;516;516;-1;local;0;0;141238, 141311
516;13;11;3;516;516;-1;local;0;0;137132, 137750, 137823
516;13;12;2;516;516;-1;local;0;0;134663, 134706
516;13;13;1;516;516;-1;local;0;0;139700
516;13;14;2;516;516;-1;local;0;0;141427, 142294
516;13;15;5;516;516;-1;local;0;0;142251, 142735, 142778, 143065, 143138
516;13;16;1;516;516;-1;local;0;0;141384
516;13;22;4;516;516;-1;local;0;0;88354, 88397, 88707, 121742
516;13;23;3;516;516;-1;local;0;0;88750, 89162, 90906
516;13;24;4;516;516;-1;local;0;0;90949, 91289, 91332, 91590
516;13;25;3;516;516;-1;local;0;0;91633, 93413, 93756
516;13;26;1;516;516;-1;local;0;0;94060
516;13;27;2;516;516;-1;local;0;0;95401, 96200
516;13;28;2;516;516;-1;local;0;0;96947, 97793
516;13;29;1;516;516;-1;local;0;0;98661
516;13;30;1;516;516;-1;local;0;0;101491
516;13;31;3;516;516;-1;local;0;0;101856, 102642, 103447
516;13;32;1;516;516;-1;local;0;0;105050
516;13;33;2;516;516;-1;local;0;0;104129, 106067
516;13;34;1;516;516;-1;local;0;0;106384
516;13;35;2;516;516;-1;local;0;0;106836, 108042
516;14;8;1;516;516;-1;local;0;0;131211
516;14;11;1;516;516;-1;local;0;0;136836
516;14;12;1;516;516;-1;local;0;0;137500
516;14;15;1;516;516;-1;local;0;0;140388
516;14;16;2;516;516;-1;local;0;0;140078, 140461
516;14;21;1;516;516;-1;local;0;0;125111
516;14;25;2;516;516;-1;local;0;0;93370, 93713
516;14;26;2;516;516;-1;local;0;0;90132, 94374
516;14;27;2;516;516;-1;local;0;0;96563, 96874
516;14;29;1;516;516;-1;local;0;0;99513
516;15;16;2;516;516;-1;local;0;0;139250, 139293
516;15;17;1;516;516;-1;local;0;0;137969
516;15;19;2;516;516;-1;local;0;0;127520, 127593
516;15;20;2;516;516;-1;local;0;0;125930, 125973
516;16;17;3;516;516;-1;local;0;0;136793, 137175, 137457
516;16;18;2;516;516;-1;local;0;0;135846, 135919
516;16;19;2;516;516;-1;local;0;0;128568, 129156
516;17;18;2;516;516;-1;local;0;0;132124, 134386
516;17;19;1;516;516;-1;local;0;0;130291
516;18;18;1;516;516;-1;local;0;0;132197
516;18;19;2;516;516;-1;local;0;0;131645, 131688
517;11;20;5;517;517;-1;local;0;0;133127, 134053, 134343, 134749, 134822
517;11;21;2;517;517;-1;local;0;0;133054, 134010
517;11;22;2;517;517;-1;local;0;0;130364, 131254
517;11;23;1;517;517;-1;local;0;0;129457
517;11;24;1;517;517;-1;local;0;0;128525
517;11;25;2;517;517;-1;local;0;0;126328, 126371
517;11;26;3;517;517;-1;local;0;0;124085, 124158, 125068
517;11;27;4;517;517;-1;local;0;0;122977, 123434, 123477, 123785
517;11;28;1;517;517;-1;local;0;0;122934
517;11;29;4;517;517;-1;local;0;0;119706, 120647, 120690, 120975
517;11;30;3;517;517;-1;local;0;0;118401, 118767, 118840
517;11;31;4;517;517;-1;local;0;0;115707, 116401, 118020, 118063
517;11;32;2;517;517;-1;local;0;0;116016, 116059
517;11;33;2;517;517;-1;local;0;0;113971, 114044
517;11;34;1;517;517;-1;local;0;0;112318
517;11;35;2;517;517;-1;local;0;0;111123, 111487
517;12;17;2;517;517;-1;local;0;0;139743, 140121
517;12;18;2;517;517;-1;local;0;0;18, 137896
517;12;20;2;517;517;-1;local;0;0;85884, 118444
517;12;21;4;517;517;-1;local;0;0;86311, 86701, 87603, 119779
517;12;35;5;517;517;-1;local;0;0;108624, 109003, 109076, 109925, 110702
517;13;9;2;517;517;-1;local;0;0;141238, 141311
517;13;11;2;517;517;-1;local;0;0;137750, 137823
517;13;12;1;517;517;-1;local;0;0;134706
517;13;13;1;517;517;-1;local;0;0;139700
517;13;14;2;517;517;-1;local;0;0;141427, 142294
517;13;15;4;517;517;-1;local;0;0;142251, 142778, 143065, 143138
517;13;16;1;517;517;-1;local;0;0;142735
517;13;22;4;517;517;-1;local;0;0;88354, 88397, 88707, 121742
517;13;23;4;517;517;-1;local;0;0;88750, 89162, 90906, 90949
517;13;24;3;517;517;-1;local;0;0;91289, 91332, 91590
517;13;25;4;517;517;-1;local;0;0;91633, 93370, 93413, 93756
517;13;26;3;517;517;-1;local;0;0;94060, 94374, 95401
517;13;27;1;517;517;-1;local;0;0;96200
517;13;28;1;517;517;-1;local;0;0;97793
517;13;29;1;517;517;-1;local;0;0;98661
517;13;30;2;517;517;-1;local;0;0;101491, 101856
517;13;31;1;517;517;-1;local;0;0;103447
517;13;32;1;517;517;-1;local;0;0;105050
517;13;33;3;517;517;-1;local;0;0;104129, 106067, 106384
517;13;34;1;517;517;-1;local;0;0;108042
517;13;35;2;517;517;-1;local;0;0;106836, 108360
517;14;11;2;517;517;-1;local;0;0;136836, 137132
517;14;12;1;517;517;-1;local;0;0;137500
517;14;16;4;517;517;-1;local;0;0;140078, 140388, 140461, 141384
517;14;21;1;517;517;-1;local;0;0;125111
517;14;25;1;517;517;-1;local;0;0;93713
517;14;26;1;517;517;-1;local;0;0;90132
517;14;27;2;517;517;-1;local;0;0;96563, 96874
517;14;28;1;517;517;-1;local;0;0;96947
517;14;29;1;517;517;-1;local;0;0;99513
517;14;31;1;517;517;-1;local;0;0;102642
517;15;16;1;517;517;-1;local;0;0;139293
517;15;17;2;517;517;-1;local;0;0;137969, 139250
517;15;19;1;517;517;-1;local;0;0;127520
517;15;20;3;517;517;-1;local;0;0;125930, 125973, 127593
517;16;17;3;517;517;-1;local;0;0;136793, 137175, 137457
517;16;18;2;517;517;-1;local;0;0;135846, 135919
517;16;19;2;517;517;-1;local;0;0;128568, 129156
517;17;18;1;517;517;-1;local;0;0;134386
517;17;19;2;517;517;-1;local;0;0;130291, 131688
517;18;18;1;517;517;-1;local;0;0;132124
517;18;19;2;517;517;-1;local;0;0;131645, 132197
518;11;20;4;518;518;-1;local;0;0;133127, 134343, 134749, 134822
518;11;21;3;518;518;-1;local;0;0;133054, 134010, 134053
518;11;22;2;518;518;-1;local;0;0;130364, 131254
518;11;23;1;518;518;-1;local;0;0;129457
518;11;24;1;518;518;-1;local;0;0;128525
518;11;25;2;518;518;-1;local;0;0;126328, 126371
518;11;26;3;518;518;-1;local;0;0;124085, 124158, 125068
518;11;27;4;518;518;-1;local;0;0;122977, 123434, 123477, 123785
518;11;28;1;518;518;-1;local;0;0;122934
518;11;29;3;518;518;-1;local;0;0;120647, 120690, 120975
518;11;30;3;518;518;-1;local;0;0;118767, 118840, 119706
518;11;31;4;518;518;-1;local;0;0;115707, 118020, 118063, 118401
518;11;32;3;518;518;-1;local;0;0;116016, 116059, 116401
518;11;33;2;518;518;-1;local;0;0;113971, 114044
518;11;34;1;518;518;-1;local;0;0;112318
518;11;35;2;518;518;-1;local;0;0;111123, 111487
518;12;17;1;518;518;-1;local;0;0;140121
518;12;18;3;518;518;-1;local;0;0;18, 137896, 139743
518;12;20;1;518;518;-1;local;0;0;118444
518;12;21;5;518;518;-1;local;0;0;86311, 86701, 87603, 88354, 119779
518;12;22;1;518;518;-1;local;0;0;88397
518;12;35;4;518;518;-1;local;0;0;109003, 109076, 109925, 110702
518;13;9;2;518;518;-1;local;0;0;141238, 141311
518;13;11;3;518;518;-1;local;0;0;137132, 137750, 137823
518;13;12;1;518;518;-1;local;0;0;134706
518;13;13;1;518;518;-1;local;0;0;139700
518;13;14;2;518;518;-1;local;0;0;141427, 142294
518;13;15;4;518;518;-1;local;0;0;143065, 143138, 143897, 143970
518;13;16;1;518;518;-1;local;0;0;142735
518;13;22;3;518;518;-1;local;0;0;88707, 88750, 121742
518;13;23;4;518;518;-1;local;0;0;89162, 90906, 90949, 91289
518;13;24;3;518;518;-1;local;0;0;91332, 91590, 91633
518;13;25;4;518;518;-1;local;0;0;93370, 93413, 93756, 94060
518;13;26;3;518;518;-1;local;0;0;90132, 94374, 95401
518;13;27;2;518;518;-1;local;0;0;96200, 96874
518;13;28;1;518;518;-1;local;0;0;97793
518;13;29;1;518;518;-1;local;0;0;98661
518;13;30;2;518;518;-1;local;0;0;101491, 101856
518;13;31;1;518;518;-1;local;0;0;103447
518;13;32;2;518;518;-1;local;0;0;104129, 105050
518;13;33;2;518;518;-1;local;0;0;106067, 106384
518;13;34;1;518;518;-1;local;0;0;108042
518;13;35;3;518;518;-1;local;0;0;106836, 108360, 108624
518;14;11;2;518;518;-1;local;0;0;136836, 137500
518;14;15;1;518;518;-1;local;0;0;142778
518;14;16;5;518;518;-1;local;0;0;140078, 140388, 140461, 141384, 142251
518;14;21;2;518;518;-1;local;0;0;125111, 125973
518;14;25;1;518;518;-1;local;0;0;93713
518;14;27;2;518;518;-1;local;0;0;96563, 96947
518;14;29;1;518;518;-1;local;0;0;99513
518;14;31;1;518;518;-1;local;0;0;102642
518;15;16;1;518;518;-1;local;0;0;139293
518;15;17;1;518;518;-1;local;0;0;139250
518;15;19;2;518;518;-1;local;0;0;127520, 128568
518;15;20;2;518;518;-1;local;0;0;125930, 127593
518;16;17;3;518;518;-1;local;0;0;137175, 137457, 137969
518;16;18;2;518;518;-1;local;0;0;135846, 136793
518;16;19;1;518;518;-1;local;0;0;129156
518;17;18;2;518;518;-1;local;0;0;134386, 135919
518;17;19;2;518;518;-1;local;0;0;130291, 131688
518;18;19;3;518;518;-1;local;0;0;131645, 132124, 132197
519;11;20;3;519;519;-1;local;0;0;133127, 134749, 134822
519;11;21;4;519;519;-1;local;0;0;133054, 134010, 134053, 134343
519;11;22;1;519;519;-1;local;0;0;130364
519;11;23;2;519;519;-1;local;0;0;129457, 131254
519;11;24;1;519;519;-1;local;0;0;128525
519;11;25;1;519;519;-1;local;0;0;126328
519;11;26;3;519;519;-1;local;0;0;124158, 125068, 126371
519;11;27;4;519;519;-1;local;0;0;123434, 123477, 123785, 124085
519;11;28;2;519;519;-1;local;0;0;122934, 122977
519;11;29;2;519;519;-1;local;0;0;120690, 120975
519;11;30;4;519;519;-1;local;0;0;118767, 118840, 119706, 120647
519;11;31;3;519;519;-1;local;0;0;118020, 118063, 118401
519;11;32;4;519;519;-1;local;0;0;115707, 116016, 116059, 116401
519;11;33;2;519;519;-1;local;0;0;113971, 114044
519;11;35;2;519;519;-1;local;0;0;111487, 112318
519;12;17;1;519;519;-1;local;0;0;140121
519;12;18;3;519;519;-1;local;0;0;18, 137896, 139743
519;12;20;1;519;519;-1;local;0;0;86311
519;12;21;4;519;519;-1;local;0;0;86701, 87603, 88354, 119779
519;12;22;1;519;519;-1;local;0;0;88397
519;12;35;5;519;519;-1;local;0;0;109003, 109076, 109925, 110702, 111123
519;13;9;1;519;519;-1;local;0;0;141311
519;13;10;1;519;519;-1;local;0;0;141238
519;13;11;3;519;519;-1;local;0;0;137132, 137750, 137823
519;13;12;1;519;519;-1;local;0;0;139700
519;13;14;2;519;519;-1;local;0;0;141427, 142294
519;13;15;4;519;519;-1;local;0;0;143065, 143138, 143897, 143970
519;13;16;1;519;519;-1;local;0;0;142735
519;13;22;4;519;519;-1;local;0;0;88707, 88750, 89162, 121742
519;13;23;3;519;519;-1;local;0;0;90906, 90949, 91289
519;13;24;4;519;519;-1;local;0;0;91332, 91590, 91633, 93370
519;13;25;4;519;519;-1;local;0;0;90132, 93413, 93756, 94060
519;13;26;3;519;519;-1;local;0;0;94374, 95401, 96200
519;13;27;1;519;519;-1;local;0;0;96874
519;13;29;1;519;519;-1;local;0;0;98661
519;13;30;2;519;519;-1;local;0;0;101491, 101856
519;13;31;1;519;519;-1;local;0;0;103447
519;13;32;2;519;519;-1;local;0;0;104129, 105050
519;13;33;2;519;519;-1;local;0;0;106067, 106384
519;13;34;2;519;519;-1;local;0;0;106836, 108042
519;13;35;2;519;519;-1;local;0;0;108360, 108624
519;14;10;1;519;519;-1;local;0;0;136836
519;14;11;1;519;519;-1;local;0;0;137500
519;14;15;1;519;519;-1;local;0;0;142778
519;14;16;5;519;519;-1;local;0;0;140078, 140388, 140461, 141384, 142251
519;14;21;2;519;519;-1;local;0;0;125111, 125973
519;14;25;1;519;519;-1;local;0;0;93713
519;14;27;2;519;519;-1;local;0;0;96563, 96947
519;14;28;2;519;519;-1;local;0;0;97793, 99513
519;14;30;1;519;519;-1;local;0;0;102642
519;15;17;2;519;519;-1;local;0;0;139250, 139293
519;15;19;1;519;519;-1;local;0;0;128568
519;15;20;3;519;519;-1;local;0;0;125930, 127520, 127593
519;16;17;3;519;519;-1;local;0;0;137175, 137457, 137969
519;16;18;2;519;519;-1;local;0;0;135846, 136793
519;16;19;1;519;519;-1;local;0;0;129156
519;17;18;1;519;519;-1;local;0;0;135919
519;17;19;3;519;519;-1;local;0;0;130291, 131645, 131688
519;18;18;1;519;519;-1;local;0;0;134386
519;18;19;2;519;519;-1;local;0;0;132124, 132197
520;11;20;2;520;520;-1;local;0;0;134749, 134822
520;11;21;4;520;520;-1;local;0;0;133127, 134010, 134053, 134343
520;11;22;2;520;520;-1;local;0;0;130364, 133054
520;11;23;1;520;520;-1;local;0;0;131254
520;11;24;2;520;520;-1;local;0;0;128525, 129457
520;11;26;4;520;520;-1;local;0;0;124158, 125068, 126328, 126371
520;11;27;3;520;520;-1;local;0;0;123477, 123785, 124085
520;11;28;3;520;520;-1;local;0;0;122934, 122977, 123434
520;11;29;2;520;520;-1;local;0;0;120690, 120975
520;11;30;3;520;520;-1;local;0;0;118840, 119706, 120647
520;11;31;4;520;520;-1;local;0;0;118020, 118063, 118401, 118767
520;11;32;4;520;520;-1;local;0;0;115707, 116016, 116059, 116401
520;11;33;1;520;520;-1;local;0;0;113971
520;11;34;1;520;520;-1;local;0;0;114044
520;11;35;2;520;520;-1;local;0;0;111487, 112318
520;12;16;1;520;520;-1;local;0;0;142735
520;12;18;3;520;520;-1;local;0;0;18, 139743, 140121
520;12;19;1;520;520;-1;local;0;0;137896
520;12;20;1;520;520;-1;local;0;0;119779
520;12;21;4;520;520;-1;local;0;0;86701, 87603, 88354, 88397
520;12;35;4;520;520;-1;local;0;0;109076, 109925, 110702, 111123
520;13;8;1;520;520;-1;local;0;0;144862
520;13;10;3;520;520;-1;local;0;0;136836, 141238, 141311
520;13;11;2;520;520;-1;local;0;0;137132, 137823
520;13;12;2;520;520;-1;local;0;0;137750, 139700
520;13;13;1;520;520;-1;local;0;0;141427
520;13;14;1;520;520;-1;local;0;0;142294
520;13;15;5;520;520;-1;local;0;0;143065, 143897, 143970, 144905, 144948
520;13;16;1;520;520;-1;local;0;0;143138
520;13;22;4;520;520;-1;local;0;0;88707, 88750, 89162, 121742
520;13;23;3;520;520;-1;local;0;0;90906, 90949, 91289
520;13;24;5;520;520;-1;local;0;0;91332, 91590, 91633, 93370, 93413
520;13;25;3;520;520;-1;local;0;0;90132, 93756, 94060
520;13;26;3;520;520;-1;local;0;0;94374, 95401, 96200
520;13;27;1;520;520;-1;local;0;0;96874
520;13;29;2;520;520;-1;local;0;0;98661, 101491
520;13;30;1;520;520;-1;local;0;0;101856
520;13;31;1;520;520;-1;local;0;0;103447
520;13;32;3;520;520;-1;local;0;0;104129, 105050, 106067
520;13;33;1;520;520;-1;local;0;0;106384
520;13;34;3;520;520;-1;local;0;0;106836, 108042, 108360
520;13;35;2;520;520;-1;local;0;0;108624, 109003
520;14;8;1;520;520;-1;local;0;0;144819
520;14;11;1;520;520;-1;local;0;0;137500
520;14;16;3;520;520;-1;local;0;0;141384, 142251, 142778
520;14;21;3;520;520;-1;local;0;0;125111, 125930, 125973
520;14;25;1;520;520;-1;local;0;0;93713
520;14;26;1;520;520;-1;local;0;0;96563
520;14;27;2;520;520;-1;local;0;0;96947, 97793
520;14;28;1;520;520;-1;local;0;0;99513
520;14;30;1;520;520;-1;local;0;0;102642
520;15;16;3;520;520;-1;local;0;0;140078, 140388, 140461
520;15;17;1;520;520;-1;local;0;0;139250
520;15;19;2;520;520;-1;local;0;0;128568, 129156
520;15;20;2;520;520;-1;local;0;0;127520, 127593
520;16;17;3;520;520;-1;local;0;0;137457, 137969, 139293
520;16;18;1;520;520;-1;local;0;0;137175
520;17;18;3;520;520;-1;local;0;0;135846, 135919, 136793
520;17;19;4;520;520;-1;local;0;0;130291, 131645, 131688, 132197
520;18;18;1;520;520;-1;local;0;0;134386
520;18;19;1;520;520;-1;local;0;0;132124
521;11;20;2;521;521;-1;local;0;0;134749, 134822
521;11;21;3;521;521;-1;local;0;0;133127, 134053, 134343
521;11;22;2;521;521;-1;local;0;0;133054, 134010
521;11;23;2;521;521;-1;local;0;0;130364, 131254
521;11;24;1;521;521;-1;local;0;0;129457
521;11;25;1;521;521;-1;local;0;0;128525
521;11;26;2;521;521;-1;local;0;0;126328, 126371
521;11;27;4;521;521;-1;local;0;0;123785, 124085, 124158, 125068
521;11;28;4;521;521;-1;local;0;0;122934, 122977, 123434, 123477
521;11;29;1;521;521;-1;local;0;0;120975
521;11;30;4;521;521;-1;local;0;0;118840, 119706, 120647, 120690
521;11;31;3;521;521;-1;local;0;0;118020, 118401, 118767
521;11;32;4;521;521;-1;local;0;0;115707, 116059, 116401, 118063
521;11;33;2;521;521;-1;local;0;0;113971, 116016
521;11;34;1;521;521;-1;local;0;0;114044
521;11;35;1;521;521;-1;local;0;0;112318
521;12;16;1;521;521;-1;local;0;0;142735
521;12;18;3;521;521;-1;local;0;0;18, 139743, 140121
521;12;19;1;521;521;-1;local;0;0;137896
521;12;20;1;521;521;-1;local;0;0;119779
521;12;21;4;521;521;-1;local;0;0;86701, 87603, 88354, 88397
521;12;22;1;521;521;-1;local;0;0;88707
521;12;35;4;521;521;-1;local;0;0;109076, 110702, 111123, 111487
521;13;8;1;521;521;-1;local;0;0;144862
521;13;10;3;521;521;-1;local;0;0;137132, 141238, 141311
521;13;11;1;521;521;-1;local;0;0;137823
521;13;12;2;521;521;-1;local;0;0;137750, 139700
521;13;13;1;521;521;-1;local;0;0;141427
521;13;14;1;521;521;-1;local;0;0;142294
521;13;15;5;521;521;-1;local;0;0;143065, 143897, 143970, 144905, 144948
521;13;16;1;521;521;-1;local;0;0;143138
521;13;22;4;521;521;-1;local;0;0;88750, 89162, 90906, 121742
521;13;23;4;521;521;-1;local;0;0;90949, 91289, 91332, 91590
521;13;24;4;521;521;-1;local;0;0;91633, 93370, 93413, 93756
521;13;25;3;521;521;-1;local;0;0;90132, 94060, 94374
521;13;26;2;521;521;-1;local;0;0;95401, 96200
521;13;27;2;521;521;-1;local;0;0;96874, 96947
521;13;28;1;521;521;-1;local;0;0;98661
521;13;29;1;521;521;-1;local;0;0;101491
521;13;30;2;521;521;-1;local;0;0;101856, 103447
521;13;31;1;521;521;-1;local;0;0;105050
521;13;32;2;521;521;-1;local;0;0;104129, 106067
521;13;33;1;521;521;-1;local;0;0;106384
521;13;34;3;521;521;-1;local;0;0;106836, 108042, 108360
521;13;35;3;521;521;-1;local;0;0;108624, 109003, 109925
521;14;8;1;521;521;-1;local;0;0;144819
521;14;10;1;521;521;-1;local;0;0;136836
521;14;11;1;521;521;-1;local;0;0;137500
521;14;16;3;521;521;-1;local;0;0;141384, 142251, 142778
521;14;21;3;521;521;-1;local;0;0;125111, 125930, 125973
521;14;24;1;521;521;-1;local;0;0;93713
521;14;26;1;521;521;-1;local;0;0;96563
521;14;27;1;521;521;-1;local;0;0;97793
521;14;28;1;521;521;-1;local;0;0;99513
521;14;30;1;521;521;-1;local;0;0;102642
521;15;16;3;521;521;-1;local;0;0;140078, 140388, 140461
521;15;17;1;521;521;-1;local;0;0;139250
521;15;19;1;521;521;-1;local;0;0;129156
521;15;20;3;521;521;-1;local;0;0;127520, 127593, 128568
521;16;17;3;521;521;-1;local;0;0;137457, 137969, 139293
521;16;18;1;521;521;-1;local;0;0;137175
521;16;19;1;521;521;-1;local;0;0;130291
521;17;18;3;521;521;-1;local;0;0;135846, 135919, 136793
521;17;19;4;521;521;-1;local;0;0;131645, 131688, 132124, 132197
521;18;19;1;521;521;-1;local;0;0;134386
522;11;21;5;522;522;-1;local;0;0;133127, 134053, 134343, 134749, 134822
522;11;22;2;522;522;-1;local;0;0;133054, 134010
522;11;23;2;522;522;-1;local;0;0;130364, 131254
522;11;24;1;522;522;-1;local;0;0;129457
522;11;25;1;522;522;-1;local;0;0;128525
522;11;26;2;522;522;-1;local;0;0;126328, 126371
522;11;27;3;522;522;-1;local;0;0;124085, 124158, 125068
522;11;28;5;522;522;-1;local;0;0;122934, 122977, 123434, 123477, 123785
522;11;30;4;522;522;-1;local;0;0;119706, 120647, 120690, 120975
522;11;31;3;522;522;-1;local;0;0;118401, 118767, 118840
522;11;32;4;522;522;-1;local;0;0;115707, 116401, 118020, 118063
522;11;33;2;522;522;-1;local;0;0;116016, 116059
522;11;34;2;522;522;-1;local;0;0;113971, 114044
522;11;35;1;522;522;-1;local;0;0;112318
522;12;17;1;522;522;-1;local;0;0;142735
522;12;18;3;522;522;-1;local;0;0;18, 139743, 140121
522;12;19;1;522;522;-1;local;0;0;137896
522;12;20;1;522;522;-1;local;0;0;86701
522;12;21;4;522;522;-1;local;0;0;87603, 88354, 88397, 88707
522;12;22;1;522;522;-1;local;0;0;88750
522;12;35;4;522;522;-1;local;0;0;109076, 110702, 111123, 111487
522;13;8;1;522;522;-1;local;0;0;144862
522;13;10;2;522;522;-1;local;0;0;141238, 141311
522;13;12;2;522;522;-1;local;0;0;137750, 137823
522;13;13;2;522;522;-1;local;0;0;141427, 142294
522;13;15;5;522;522;-1;local;0;0;143970, 144905, 144948, 145406, 145449
522;13;16;2;522;522;-1;local;0;0;143138, 143897
522;13;22;3;522;522;-1;local;0;0;89162, 90906, 121742
522;13;23;5;522;522;-1;local;0;0;90949, 91289, 91332, 91590, 91633
522;13;24;4;522;522;-1;local;0;0;93370, 93413, 93713, 93756
522;13;25;3;522;522;-1;local;0;0;90132, 94060, 94374
522;13;26;3;522;522;-1;local;0;0;95401, 96200, 96874
522;13;27;2;522;522;-1;local;0;0;96947, 97793
522;13;28;1;522;522;-1;local;0;0;98661
522;13;29;2;522;522;-1;local;0;0;101491, 101856
522;13;30;1;522;522;-1;local;0;0;103447
522;13;31;1;522;522;-1;local;0;0;105050
522;13;32;3;522;522;-1;local;0;0;104129, 106067, 106384
522;13;34;4;522;522;-1;local;0;0;106836, 108042, 108360, 108624
522;13;35;2;522;522;-1;local;0;0;109003, 109925
522;14;8;1;522;522;-1;local;0;0;144819
522;14;10;2;522;522;-1;local;0;0;136836, 137132
522;14;11;1;522;522;-1;local;0;0;137500
522;14;12;1;522;522;-1;local;0;0;139700
522;14;15;1;522;522;-1;local;0;0;143065
522;14;16;3;522;522;-1;local;0;0;141384, 142251, 142778
522;14;21;2;522;522;-1;local;0;0;125930, 125973
522;14;22;1;522;522;-1;local;0;0;125111
522;14;26;1;522;522;-1;local;0;0;96563
522;14;28;1;522;522;-1;local;0;0;99513
522;14;30;1;522;522;-1;local;0;0;102642
522;15;16;3;522;522;-1;local;0;0;140078, 140388, 140461
522;15;19;1;522;522;-1;local;0;0;129156
522;15;20;3;522;522;-1;local;0;0;127520, 127593, 128568
522;16;17;4;522;522;-1;local;0;0;137457, 137969, 139250, 139293
522;16;19;2;522;522;-1;local;0;0;130291, 131688
522;17;18;4;522;522;-1;local;0;0;135846, 135919, 136793, 137175
522;17;19;3;522;522;-1;local;0;0;131645, 132124, 132197
522;18;19;1;522;522;-1;local;0;0;134386
523;11;21;4;523;523;-1;local;0;0;133127, 134343, 134749, 134822
523;11;22;3;523;523;-1;local;0;0;133054, 134010, 134053
523;11;23;2;523;523;-1;local;0;0;130364, 131254
523;11;24;1;523;523;-1;local;0;0;129457
523;11;25;1;523;523;-1;local;0;0;128525
523;11;26;2;523;523;-1;local;0;0;126328, 126371
523;11;27;3;523;523;-1;local;0;0;124085, 124158, 125068
523;11;28;4;523;523;-1;local;0;0;122977, 123434, 123477, 123785
523;11;29;1;523;523;-1;local;0;0;122934
523;11;30;3;523;523;-1;local;0;0;120647, 120690, 120975
523;11;31;4;523;523;-1;local;0;0;118401, 118767, 118840, 119706
523;11;32;2;523;523;-1;local;0;0;118020, 118063
523;11;33;4;523;523;-1;local;0;0;115707, 116016, 116059, 116401
523;11;34;2;523;523;-1;local;0;0;113971, 114044
523;12;17;1;523;523;-1;local;0;0;142735
523;12;18;3;523;523;-1;local;0;0;18, 139743, 140121
523;12;19;1;523;523;-1;local;0;0;137896
523;12;20;1;523;523;-1;local;0;0;87603
523;12;21;4;523;523;-1;local;0;0;88354, 88397, 88707, 88750
523;12;22;2;523;523;-1;local;0;0;89162, 121742
523;12;35;3;523;523;-1;local;0;0;111123, 111487, 112318
523;13;9;1;523;523;-1;local;0;0;144862
523;13;10;2;523;523;-1;local;0;0;141238, 141311
523;13;12;2;523;523;-1;local;0;0;137750, 137823
523;13;13;2;523;523;-1;local;0;0;141427, 142294
523;13;14;1;523;523;-1;local;0;0;144905
523;13;15;2;523;523;-1;local;0;0;145406, 145449
523;13;16;4;523;523;-1;local;0;0;143138, 143897, 143970, 144948
523;13;22;2;523;523;-1;local;0;0;90906, 90949
523;13;23;4;523;523;-1;local;0;0;91289, 91332, 91590, 91633
523;13;24;5;523;523;-1;local;0;0;93370, 93413, 93713, 93756, 94060
523;13;25;3;523;523;-1;local;0;0;90132, 94374, 95401
523;13;26;3;523;523;-1;local;0;0;96200, 96874, 96947
523;13;27;1;523;523;-1;local;0;0;97793
523;13;28;1;523;523;-1;local;0;0;98661
523;13;29;2;523;523;-1;local;0;0;101491, 101856
523;13;30;1;523;523;-1;local;0;0;103447
523;13;31;2;523;523;-1;local;0;0;104129, 105050
523;13;32;2;523;523;-1;local;0;0;106067, 106384
523;13;33;1;523;523;-1;local;0;0;108042
523;13;34;4;523;523;-1;local;0;0;106836, 108360, 108624, 109003
523;13;35;3;523;523;-1;local;0;0;109076, 109925, 110702
523;14;8;1;523;523;-1;local;0;0;144819
